id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;urbanisme;urbanisme_est_territoire_ressource;autres;autres_1_nom_de_laction;autres_1_etat_davancement;autres_1_est_ressource;autres_1_resultat_attendu;autres_1_resultat_atteint;autres_1_descriptif;autres_2_nom_de_laction;autres_2_etat_davancement;autres_2_est_ressource;autres_2_resultat_attendu;autres_2_resultat_atteint;autres_2_descriptif;autres_3_nom_de_laction;autres_3_etat_davancement;autres_3_est_ressource;autres_3_resultat_attendu;autres_3_resultat_atteint;autres_3_descriptif;autres_4_nom_de_laction;autres_4_etat_davancement;autres_4_est_ressource;autres_4_resultat_attendu;autres_4_resultat_atteint;autres_4_descriptif;autres_5_nom_de_laction;autres_5_etat_davancement;autres_5_est_ressource;autres_5_resultat_attendu;autres_5_resultat_atteint;autres_5_descriptif;logistique;logistique_1_nom_de_laction;logistique_1_etat_davancement;logistique_1_est_ressource;logistique_1_resultat_attendu;logistique_1_resultat_atteint;logistique_1_descriptif;logistique_2_nom_de_laction;logistique_2_etat_davancement;logistique_2_est_ressource;logistique_2_resultat_attendu;logistique_2_resultat_atteint;logistique_2_descriptif;logistique_3_nom_de_laction;logistique_3_etat_davancement;logistique_3_est_ressource;logistique_3_resultat_attendu;logistique_3_resultat_atteint;logistique_3_descriptif;logistique_4_nom_de_laction;logistique_4_etat_davancement;logistique_4_est_ressource;logistique_4_resultat_attendu;logistique_4_resultat_atteint;logistique_4_descriptif;logistique_5_nom_de_laction;logistique_5_etat_davancement;logistique_5_est_ressource;logistique_5_resultat_attendu;logistique_5_resultat_atteint;logistique_5_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles;protection_et_mise_en_valeur_des_espaces_agricoles_1_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_1_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_1_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_1_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_2_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_2_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_2_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_2_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_3_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_3_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_3_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_3_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_4_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_4_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_4_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_4_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_5_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_5_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_5_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_5_descriptif;urbanisme_commercial;urbanisme_commercial_1_nom_de_laction;urbanisme_commercial_1_etat_davancement;urbanisme_commercial_1_est_ressource;urbanisme_commercial_1_resultat_attendu;urbanisme_commercial_1_resultat_atteint;urbanisme_commercial_1_descriptif;urbanisme_commercial_2_nom_de_laction;urbanisme_commercial_2_etat_davancement;urbanisme_commercial_2_est_ressource;urbanisme_commercial_2_resultat_attendu;urbanisme_commercial_2_resultat_atteint;urbanisme_commercial_2_descriptif;urbanisme_commercial_3_nom_de_laction;urbanisme_commercial_3_etat_davancement;urbanisme_commercial_3_est_ressource;urbanisme_commercial_3_resultat_attendu;urbanisme_commercial_3_resultat_atteint;urbanisme_commercial_3_descriptif;urbanisme_commercial_4_nom_de_laction;urbanisme_commercial_4_etat_davancement;urbanisme_commercial_4_est_ressource;urbanisme_commercial_4_resultat_attendu;urbanisme_commercial_4_resultat_atteint;urbanisme_commercial_4_descriptif;urbanisme_commercial_5_nom_de_laction;urbanisme_commercial_5_etat_davancement;urbanisme_commercial_5_est_ressource;urbanisme_commercial_5_resultat_attendu;urbanisme_commercial_5_resultat_atteint;urbanisme_commercial_5_descriptif
1469;https://france-pat.fr/pat/pat-du-mont-saint-michel-normandie/;"PAT de la Communauté d'Agglomération du Mont Saint Michel-Normandie";Normandie;Manche;50353,50019,50027,50029,50042,50040,50514,50193,50200,50474,50462,50570,50274,50443,50407,50448,50229,50347,50553,50589,50155,50253,50574,50413,50259,50146,50408,50452,50108,50362,50495,50263,50456,50256,50397,50271,50450,50500,50315,50428,50074,50505,50543,50616,50612,50554,50199,50288,50217,50379,50472,50628,50126,50276,50451,50205,50531,50124,50152,50584,50275,50529,50167,50496,50317,50290,50112,50282,50371,50090,50168,50391,50535,50359,50410,50436,50484,50565,50591,50597,50025,50260,50088,50525,50499,50158,50195,50582,50489,50411,50312,50300,50115,50487,50399;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Mutualiser les outils logistiques, de transformation et de transport qui existent et développer d'éventuels projets";;non;;;"Objectifs :
Sensibiliser les producteurs et les transformateurs à la mutualisation de la logistique. 
Expérimenter des formes de mutualisation. 
Organiser des mutualisations logistiques en lien avec les artisans et les consommateurs.

     Sous-actions : 
             Sensibilisation des acteurs et notamment les producteurs à la logistique 
 Intervention sur les démarches de mutualisation (cf. expériences inspirantes) 
Formation des producteurs à l’outil logicout 
             Expérimentation des mutualisations de transformation
Identifier une expérimentation et la conduire en lien avec une organisation agricole 
Réaliser un bilan avec des indicateurs
              Organisation de la logistique, la transformation sur le territoire
 Structurer des organisations logistiques sur le territoire sur la base de l’expérimentation, 
Réaliser un annuaire et/ou une cartographie des acteurs de la logistique et de la transformation sur le territoire";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Identifier, organiser puis étendre une réserve foncière à vocation agricole sur le territoire de la CA MSM - N";"Action en cours";non;;;"Objectifs : 
 Introduire une maîtrise du foncier par la collectivité et les communes
 Créer un observatoire du foncier communautaire
 Utiliser et valoriser des surfaces maîtrisées par les collectivités
 Favoriser et soutenir certaines productions agricoles selon les besoins du territoire
 Sécuriser les types de production souhaités par la collectivité en garantissant un accès facilité au foncier
 Sous-actions :
 Recenser, identifier et caractériser le foncier disponible détenu par la CA MSM - N en poursuivant le travail initié par la collectivité et en dédiant des moyens pour l'actualiser (notamment, budget pour étude des sols)   
Partager les informations sur ce foncier disponible au plus grand nombre : réunions d'information, page dédiée sur le site Internet de la CA MSM - N, etc.  
 Décider collectivement, en associant des producteurs du territoire, les productions à favoriser et les types d'agriculture à valoriser. Réunir un groupe de travail foncier pour échanger sur les orientations en terme de productions à favoriser  
 Prendre connaissance et mettre en place des outils incitatifs permettant d'impacter la destination agricole de ces surfaces disponibles, par exemple : les baux ruraux à clauses environnementales, les Obligations Réelles Environnementales (ORE), ou encore le développement d'espaces-test agricoles  
 Former les agents des services techniques à l'utilisation de ces outils de politiques publiques  
 Générer des appels à candidature sur les productions ciblées";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1470;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-de-granville-terre-et-mer/;"PAT de la Communauté de communes de Granville Terre et Mer";Normandie;Manche;50174,50304,50081,50493,50008,50102,50365,50540,50541,50038,50085,50247,50109,50252,50066,50143,50549,50647,50165,50327,50188,50117,50277,50447,50532,50076,50278,50120,50237,50218,50281,50361;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1472;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-flers-agglo/;"PAT de Flers Agglo";Normandie;Orne;61069,61218,61007,61070,61219,61030,61221,61222,61287,61436,61011,61376,61269,61332,61459,61094,61095,61163,61078,61362,61443,61444,61463,61040,61063,61146,61233,61466,61148,61168,61260,61447,61044,61149,61169,61195,61278,61024,61102,61124,61407,61391;oui;oui;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;"1.4 Projet de conserverie, légumerie et du service de logistique associé - portée PETR du Bocage";"Action en cours";oui;;;"1.4a) Lancement d’un appel d’offres pour l’étude d’opportunité et de faisabilité d’un projet de conserverie, de légumerie et du service de logistique associé, échelle du PETR – projet avec la potentialité d’un porteur de l’Economie Sociale et Solidaire : ESAT de Flers 
1.4b) Promouvoir les débouchés commerciaux diagnostiqués auprès des agriculteurs/producteurs et auprès des porteurs de projets
Structures ressources : PETR, Bureau études ayant répondu à l’appel d’offres, Chambre Agriculture 61, Terre de Lien, ESAT de Flers, ADRESS, Agents Flers Agglo
";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1473;https://france-pat.fr/pat/pat-sur-les-vallees-dauge-et-du-merlerault/;"PAT de Communauté de communes des Vallées d'Auge et du Merlerault";Normandie;Orne;61103,61178,61268,61317,61108,61307,61493,61138,61461,61347,61181,61122,61310,61385,61393,61252,61508,61150,61446,61264,61088,61272,61225,61366,61139,61346,61017,61071,61086,61089,61010,61180,61198,61351,61018,61333,61485,61054,61072,61392,61460,61389,61330,61188,61192,61275;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1474;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-de-la-vallee-de-la-haute-sarthe/;"PAT de la Communauté de communes de la Vallée de la Haute Sarthe";Normandie;Orne;61066,61215,61261,61067,61026,61126,61450,61492,61284,61412,61133,61202,61266,61304,61454,61331,61415,61499,61183,61251,61416,61481,61013,61360,61398,61502,61166,61258,61365,61064,61082;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1475;https://france-pat.fr/pat/pat-dargentan-intercom/;"Terres d'Argentan Interco";Normandie;Orne;61352,61375,61479,61289,61358,61055,61114,61014,61291,61314,61399,61210,61316,61503,61190,61462,61505,61062,61120,61212,61020,61276,61344,61194,61023,61123,61237,61298,61490,61170,61238,61390,61472,61171,61197,61217,61371,61473,61006,61152,61283,61302,61349,61474,61153,61303,61328,61494,61413;oui;oui;oui;"Mettre en œuvre une stratégie foncière PAT à partir du foncier public et en faveur de la préservation des ressources aquifères - prestation Terre de Liens Normandie
";"Action en cours";oui;"3 pistes foncières stratégiques identifiées avec des maires volontaires pour les mobiliser en faveur d'un projet";;"Terres d’Argentan compte de plus en plus d’agriculteurs de + de 55 ans, qui doivent anticiper la transmission de leur ferme. Une étude Safer réalisée en 2021 a permis d'identifier 1 450 ha de foncier public à vocation agricole sur le territoire dont 121 ha de gisement foncier en propriété communale. Un travail mené avec les services de l'interco et Terre de Liens Normandie a permis de hiérarchiser une première fois ces pistes foncières selon les critères suivants : 
- les exploitations dont le chef est âgé de 60 ans ou + et déclarant une SAU
inférieure à 10 ha (exploitations dites de « subsistance » 
- les friches agricoles
- les propriétés publique à caractère ou à vocation agricole non déclarées à la PAC
L'idée étaient de cibler les parcelles rattachées à des exploitations en passe d'être transmises ou du foncier théoriquement plus facile à mobiliser (friche ou propriété communale).

Méthodologie : 
Temps de travail d'un salarié de Terre de Liens (référent Orne) dédié à l'animation d'un travail avec les techniciens et élus pour la priorisation des pistes foncières (sur la base des études Safer et Terre de liens précédentes)
Etat des lieux de la donnée sur le foncier et complément (type de propriétaire, type et durée du contrat passé avec l'exploitant, éloignement du chef lieu de l'exploitation...)
Concrétisation de la stratégie via l'accompagnement pour l’implantation d’une activité maraîchère et d'une installation paysanne boulangère (en réponse à un enjeu de diversification des types de productions et un besoin de foncier de porteurs de projets locaux). Co-financement AESN. 

Moyens dédiés : prestation Terre de liens Normandie (convention globale action foncier agricole : 18 000€ TTC)

Résultat attendu : Définition de la stratégie foncière (objectifs, méthode, outils) et mise en œuvre de première actions de soutien à l'installation de porteurs de projets";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Contributions à la rédaction du nouveau PLUi pour concourir à la protection de la ressource en eau et soutenir le maintien et le développement d'une agriculture en circuits courts. 
";"Action en cours";oui;"Le PADD intègre des orientations structurantes en matière de préservation de la ressource en eau et du foncier agricole, mais également en faveur du développement d'une agriculture durable sur le territoire intercommunal. Création d'une OAP pour guider et légitimer les actions opérationnelles menées en la matière.";;"- Suggestion de formulations et plus largement d'idées à intégrer aux PADD. 
- Expérimentation d'une Opération d'aménagement et de programmation (OAP) thématique foncier agricole afin de définir des intentions et orientations d’aménagement qualitatives en la matière et plus spécifiquement au sujet de la protection des ressources en eau.

Les suggestions, émises par les élus, techniciens et intervenants de Terre de Liens Normandie, sont soumises au bureau d'étude qui se charge de les traduire dans les documents, pour validation finale auprès des élus.  

Moyens dédiés : prestation Terre de liens Normandie (convention globale action foncier agricole : 18 000€ TTC)

Cible : élus et techniciens";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1476;https://france-pat.fr/pat/pat-du-pnr-du-perche/;"PAT du PNR du Perche";"Centre-Val de Loire, Normandie";"Eure-et-Loir, Orne";28407,28280,28149,28373,28080,28119,28010,28144,28378,28362,28237,28401,28232,28342,28387,28027,28078,28327,28111,28038,28031,28252,28161,28105,28071,28175,28072,28395,28265,28264,28214,28354,28335,28236,28331,28018,61079,61041,61405,61038,61450,61411,61327,61037,61286,61322,61129,61118,61113,61404,61229,61348,61293,61329,61097,61255,61414,61381,61160,61373,61418,61507,61099,61005,61142,61426,61105,61498,61046,61395,61061,61241,61501,61448,61379,61050,61309,61345,61116,61484,61196,61491,61475,61206,61230,61323,61274,61300,28033,28156,28240,61043;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Développement de l’espace-test agricole";"Action réalisée";non;;;"partenaire : Rhizome.";"Mise en place d’un réseau d’accueil de porteurs de projets agricoles et/ou alimentaires";"Action réalisée";oui;"Création du Réseau Agricole et ALimentaire du Perche, oganisation de journées d'accueil des porteurs de projets agricoles et alimentaire, accompagnement des porteurs de rpojet";"Réseau créé (12 membres parmi les structures de l'installation agricole et la création d'entreprise), 4 journées d'accueil organisées, 50 porteurs de projet accompagnés";"partenaire : Rhizome.";;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1477;https://france-pat.fr/pat/pat-de-la-metropole-rouen-normandie/;"PAT de la Métropole Rouen Normandie";Normandie;Seine-Maritime;76088,76560,76681,76753,76069,76108,76313,76561,76682,76429,76178,76497,76513,76212,76282,76350,76366,76448,76464,76498,76514,76614,76631,76705,76020,76039,76056,76367,76005,76095,76165,76231,76550,76599,76634,76759,76131,76216,76319,76402,76451,76484,76617,76354,76636,76709,76116,76436,76486,76536,76322,76640,76103,76237,76273,76391,76540,76222,76457,76474,76750,76157,76377,76475,76558,76591,76608,76378,76410,76575,76717;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1478;https://france-pat.fr/pat/pat-de-la-seine-maritime/;"PAT du Département de la Seine-Maritime";Normandie;Seine-Maritime;76013,76030,76049,76066,76086,76105,76121,76139,76157,76173,76189,76206,76223,76239,76258,76275,76292,76309,76327,76344,76360,76377,76393,76409,76425,76441,76458,76475,76491,76508,76524,76542,76558,76574,76591,76608,76624,76644,76662,76679,76697,76716,76734,76751,76014,76032,76050,76067,76087,76106,76122,76140,76158,76174,76190,76207,76224,76240,76259,76276,76293,76311,76328,76345,76361,76378,76394,76410,76426,76442,76459,76476,76492,76509,76526,76543,76559,76575,76592,76609,76626,76645,76663,76680,76698,76717,76735,76752,76015,76033,76051,76068,76088,76107,76123,76141,76159,76175,76192,76208,76225,76241,76260,76278,76294,76312,76329,76346,76362,76379,76395,76411,76427,76443,76460,76477,76493,76510,76527,76544,76560,76576,76593,76610,76627,76646,76664,76681,76699,76718,76736,76753,76016,76034,76052,76069,76090,76108,76124,76142,76160,76176,76193,76209,76226,76242,76261,76279,76295,76313,76330,76347,76363,76380,76396,76412,76428,76445,76461,76478,76494,76511,76528,76545,76561,76577,76594,76611,76628,76647,76665,76682,76700,76719,76737,76754,76017,76035,76053,76070,76091,76109,76125,76143,76161,76177,76194,76210,76227,76243,76262,76280,76296,76314,76331,76348,76364,76381,76397,76413,76429,76446,76462,76479,76495,76512,76529,76546,76562,76578,76595,76612,76629,76648,76666,76683,76702,76720,76738,76755,76001,76018,76036,76054,76071,76092,76110,76126,76144,76162,76178,76195,76211,76228,76244,76263,76281,76297,76315,76332,76349,76365,76382,76398,76414,76430,76447,76463,76480,76497,76513,76530,76547,76563,76580,76596,76613,76630,76649,76667,76684,76703,76721,76739,76756,76002,76019,76038,76055,76072,76093,76111,76128,76146,76163,76179,76196,76212,76229,76245,76264,76282,76298,76316,76333,76350,76366,76383,76399,76415,76431,76448,76464,76481,76498,76514,76531,76548,76564,76581,76597,76614,76631,76650,76668,76685,76705,76723,76740,76757,76004,76020,76039,76056,76074,76094,76112,76129,76147,76164,76180,76197,76213,76230,76247,76265,76283,76299,76317,76334,76351,76367,76384,76400,76416,76432,76449,76465,76482,76499,76515,76532,76549,76565,76582,76598,76615,76632,76651,76669,76686,76706,76724,76741,76758,76005,76021,76040,76057,76075,76095,76113,76130,76148,76165,76181,76198,76214,76231,76249,76266,76284,76300,76318,76335,76352,76368,76385,76401,76417,76433,76450,76467,76483,76500,76516,76533,76550,76566,76583,76599,76616,76634,76652,76670,76688,76707,76725,76743,76759,76006,76022,76041,76058,76076,76096,76114,76131,76149,76166,76182,76199,76216,76232,76250,76268,76285,76302,76319,76336,76353,76369,76386,76402,76418,76434,76451,76468,76484,76501,76517,76534,76551,76567,76584,76600,76617,76635,76653,76671,76689,76708,76726,76744,76007,76023,76042,76059,76077,76097,76115,76132,76151,76167,76183,76200,76217,76233,76251,76269,76286,76303,76320,76338,76354,76370,76387,76403,76419,76435,76452,76469,76485,76502,76518,76535,76552,76568,76585,76601,76618,76636,76654,76672,76690,76709,76727,76745,76008,76024,76043,76060,76079,76099,76116,76133,76152,76168,76184,76201,76218,76234,76252,76270,76287,76304,76321,76339,76355,76371,76388,76404,76420,76436,76453,76470,76486,76503,76519,76536,76553,76569,76586,76602,76619,76637,76655,76673,76691,76710,76728,76746,76009,76025,76045,76062,76082,76100,76117,76134,76153,76169,76185,76202,76219,76235,76253,76271,76288,76305,76322,76340,76356,76372,76389,76405,76421,76437,76454,76471,76487,76504,76520,76537,76554,76570,76587,76603,76620,76638,76656,76675,76692,76711,76730,76747,76010,76026,76046,76063,76083,76101,76118,76135,76154,76170,76186,76203,76220,76236,76254,76272,76289,76306,76323,76341,76357,76373,76390,76406,76422,76438,76455,76472,76488,76505,76521,76538,76555,76571,76588,76604,76621,76640,76657,76676,76693,76712,76731,76748,76011,76028,76047,76064,76084,76103,76119,76136,76155,76171,76187,76204,76221,76237,76255,76273,76290,76307,76324,76342,76358,76374,76391,76407,76423,76439,76456,76473,76489,76506,76522,76540,76556,76572,76589,76605,76622,76641,76658,76677,76694,76714,76732,76749,76012,76029,76048,76065,76085,76104,76120,76138,76156,76172,76188,76205,76222,76238,76257,76274,76291,76308,76325,76343,76359,76375,76392,76408,76424,76440,76457,76474,76490,76507,76523,76541,76557,76573,76590,76606,76623,76642,76660,76678,76695,76715,76733,76750;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1479;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-yvetot-normandie/;"PAT d' Yvetot Normandie";Normandie;Seine-Maritime;76223,76225,76610,76718,76160,76347,76348,76702,76001,76110,76055,76531,76758,76433,76041,76568,76043,76203,76289;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1480;https://france-pat.fr/pat/pat-du-pays-de-bray/;"PAT du PETR du Pays de Bray";Normandie;Seine-Maritime;76067,76122,76276,76345,76426,76459,76175,76208,76260,76312,76427,76544,76052,76124,76142,76193,76209,76242,76261,76295,76445,76461,76511,76053,76070,76262,76280,76364,76462,76512,76578,76648,76666,76126,76244,76263,76297,76332,76430,76463,76649,76093,76229,76399,76415,76431,76074,76147,76265,76283,76416,76432,76465,76532,76724,76130,76148,76352,76417,76450,76516,76567,76584,76635,76042,76200,76269,76286,76320,76338,76469,76535,76601,76672,76024,76060,76201,76218,76321,76420,76553,76691,76025,76185,76202,76454,76487,76620,76323,76455,76505,76538,76588,76621,76676,76119,76171,76358,76423,76506,76677,76749,76048,76065,76343,76392,76424,76440,76623,76678,76733,76139,76292,76393;oui;oui;oui;"Mettre en place un observatoire du foncier";"Action programmée";non;"Réalisation de l'observatoire";;"- Recenser le foncier agricole actuel
- Evaluer la transformation du foncier agricole de façon régulière (diminution/augmentation, types d'agriculture)
- Recenser les exploitations sans repreneurs pour accompagner leur transmission
- Répertorier les terres à vendre/céder et les agriculteurs recherchant des terrains   afin de les mettre en lien avec les registres existants (Répertoire, départ, installation, petites annonces...)";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Mettre en place des Espaces Tests Agricoles (ETA)";"Action programmée";non;;;"- Recenser le foncier public disponible et favorable à l'agriculture
- Installer un ou des Espace(s) Test(s) Agricole(s) permanent(s) ou temporaire(s), mixtes ou spécialisés
- Communiquer sur la création de ces ETA et attirer de futurs agriculteurs pour les y former/installer";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1481;https://france-pat.fr/pat/pat-en-austreberthe/;"PAT de la Communauté de Communes Caux Austreberthe";Normandie;Seine-Maritime;76099,76566,76743,76311,76234,76057,76385,76135,76495;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
