id;lien_vers_la_fiche_pat;nom;regions;departements;code_insee;urbanisme;urbanisme_est_territoire_ressource;autres;autres_1_nom_de_laction;autres_1_etat_davancement;autres_1_est_ressource;autres_1_resultat_attendu;autres_1_resultat_atteint;autres_1_descriptif;autres_2_nom_de_laction;autres_2_etat_davancement;autres_2_est_ressource;autres_2_resultat_attendu;autres_2_resultat_atteint;autres_2_descriptif;autres_3_nom_de_laction;autres_3_etat_davancement;autres_3_est_ressource;autres_3_resultat_attendu;autres_3_resultat_atteint;autres_3_descriptif;autres_4_nom_de_laction;autres_4_etat_davancement;autres_4_est_ressource;autres_4_resultat_attendu;autres_4_resultat_atteint;autres_4_descriptif;autres_5_nom_de_laction;autres_5_etat_davancement;autres_5_est_ressource;autres_5_resultat_attendu;autres_5_resultat_atteint;autres_5_descriptif;logistique;logistique_1_nom_de_laction;logistique_1_etat_davancement;logistique_1_est_ressource;logistique_1_resultat_attendu;logistique_1_resultat_atteint;logistique_1_descriptif;logistique_2_nom_de_laction;logistique_2_etat_davancement;logistique_2_est_ressource;logistique_2_resultat_attendu;logistique_2_resultat_atteint;logistique_2_descriptif;logistique_3_nom_de_laction;logistique_3_etat_davancement;logistique_3_est_ressource;logistique_3_resultat_attendu;logistique_3_resultat_atteint;logistique_3_descriptif;logistique_4_nom_de_laction;logistique_4_etat_davancement;logistique_4_est_ressource;logistique_4_resultat_attendu;logistique_4_resultat_atteint;logistique_4_descriptif;logistique_5_nom_de_laction;logistique_5_etat_davancement;logistique_5_est_ressource;logistique_5_resultat_attendu;logistique_5_resultat_atteint;logistique_5_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles;protection_et_mise_en_valeur_des_espaces_agricoles_1_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_1_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_1_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_1_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_1_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_2_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_2_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_2_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_2_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_2_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_3_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_3_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_3_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_3_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_3_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_4_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_4_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_4_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_4_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_4_descriptif;protection_et_mise_en_valeur_des_espaces_agricoles_5_nom_de_laction;protection_et_mise_en_valeur_des_espaces_agricoles_5_etat_davancement;protection_et_mise_en_valeur_des_espaces_agricoles_5_est_ressource;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_attendu;protection_et_mise_en_valeur_des_espaces_agricoles_5_resultat_atteint;protection_et_mise_en_valeur_des_espaces_agricoles_5_descriptif;urbanisme_commercial;urbanisme_commercial_1_nom_de_laction;urbanisme_commercial_1_etat_davancement;urbanisme_commercial_1_est_ressource;urbanisme_commercial_1_resultat_attendu;urbanisme_commercial_1_resultat_atteint;urbanisme_commercial_1_descriptif;urbanisme_commercial_2_nom_de_laction;urbanisme_commercial_2_etat_davancement;urbanisme_commercial_2_est_ressource;urbanisme_commercial_2_resultat_attendu;urbanisme_commercial_2_resultat_atteint;urbanisme_commercial_2_descriptif;urbanisme_commercial_3_nom_de_laction;urbanisme_commercial_3_etat_davancement;urbanisme_commercial_3_est_ressource;urbanisme_commercial_3_resultat_attendu;urbanisme_commercial_3_resultat_atteint;urbanisme_commercial_3_descriptif;urbanisme_commercial_4_nom_de_laction;urbanisme_commercial_4_etat_davancement;urbanisme_commercial_4_est_ressource;urbanisme_commercial_4_resultat_attendu;urbanisme_commercial_4_resultat_atteint;urbanisme_commercial_4_descriptif;urbanisme_commercial_5_nom_de_laction;urbanisme_commercial_5_etat_davancement;urbanisme_commercial_5_est_ressource;urbanisme_commercial_5_resultat_attendu;urbanisme_commercial_5_resultat_atteint;urbanisme_commercial_5_descriptif
1340;https://france-pat.fr/pat/pat-coeur-du-jura/;"PAT de la Communauté de communes Cœur du Jura";Bourgogne-Franche-Comté;Jura;39084,39103,39444,39500,39539,39291,39425,39479,39028,39426,39446,39330,39013,39049,39127,39050,39315,39568,39586,39072,39147,39202,39548,39073,39222,39354,39489,39529,39570,39094,39223,39263,39319,39336,39355,39054,39225,39337,39434,39572,39019,39133,39359,39418,39002,39116,39267,39436,39003,39040,39155,39191,39248,39268,39342,39495,39004,39401,39497,39535,39006,39081,39119,39325,39159,39386;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1341;https://france-pat.fr/pat/pat-de-la-communaute-dagglomeration-de-nevers/;"PAT de la Communauté d'Agglomération de Nevers";Bourgogne-Franche-Comté;Nièvre;58088,58124,58238,58126,58207,58303,58160,58225,58194,58051,58117,58214,58278,58121;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Développer une stratégie foncière agricole (Action 14)";"Action en cours";oui;"Terrain sanctuarisé par l'acquisition par la foncière agricole de la Nièvre";;"cf. Axe économie alimentaire dont structuration des filières";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1342;https://france-pat.fr/pat/pat-de-la-nievre/;"PAT du Département de la Nièvre";Bourgogne-Franche-Comté;Nièvre;58059,58146,58087,58137,58255,58269,58265,58286,58288,58281,58297,58003,58002,58005,58016,58013,58012,58011,58009,58014,58039,58038,58036,58034,58033,58031,58032,58042,58093,58092,58090,58089,58083,58081,58077,58072,58073,58069,58056,58065,58064,58060,58053,58048,58046,58047,58086,58106,58105,58104,58103,58102,58209,58101,58098,58094,58109,58117,58116,58251,58122,58127,58131,58128,58150,58058,58112,58154,58151,58206,58210,58212,58214,58307,58310,58308,58312,58304,58302,58147,58203,58205,58201,58200,58198,58218,58215,58217,58184,58160,58156,58179,58247,58174,58172,58170,58169,58165,58164,58163,58162,58220,58222,58223,58224,58231,58242,58230,58244,58254,58226,58237,58270,58267,58256,58234,58228,58227,58197,58196,58193,58192,58189,58190,58298,58295,58293,58287,58284,58263,58261,58232,58252,58248,58260,58176,58152,58225,58279,58273,58271,58278,58300,58282,58280,58236,58207,58079,58085,58299,58124,58110,58186,58213,58099,58007,58044,58187,58037,58010,58177,58120,58001,58166,58004,58311,58175,58107,58008,58024,58030,58075,58208,58257,58292,58153,58305,58080,58159,58183,58272,58171,58040,58066,58180,58017,58006,58015,58018,58202,58119,58283,58113,58291,58259,58027,58084,58070,58043,58130,58029,58041,58071,58050,58052,58132,58054,58078,58155,58145,58181,58067,58258,58134,58023,58143,58028,58061,58097,58185,58191,58238,58296,58188,58245,58268,58178,58289,58313,58239,58136,58035,58275,58144,58195,58240,58253,58125,58233,58229,58045,58020,58049,58055,58096,58108,58306,58241,58216,58294,58129,58235,58123,58115,58025,58021,58133,58148,58157,58026,58204,58266,58141,58082,58068,58264,58057,58088,58303,58121,58221,58135,58173,58118,58243,58290,58139,58140,58211,58274,58114,58250,58095,58126,58168,58149,58262,58063,58062,58158,58138,58301,58076,58285,58199,58249,58111,58277,58142,58161,58182,58019,58309,58276,58246,58219,58074,58194,58051;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Protéger les terres agricoles";"Action en cours";non;"Objectif d'ici 2030 : maintien de la SAU (57%)   augmentation de la surface produite en bio (10%)   partenariat BIO BFC (1)";"SAU en 2023 : 57%   surface produite en bio : 7.6%   partariat BIO BFC (1)";"- Investir les instances départementales et régionales dans lesquelles siège le Département pour y porter la vision de la collectivité 
- Limiter la consommation des terres agricoles pour la production d'énergie, notamment à travers la mise en oeuvre de la stratégie départementale de développement des énergies renouvelables 
- Mobiliser les dispositifs réglementaires en matière d'aménagement foncier agricole au profit de la préservation des terres (réglementation des boisements) 
- Poursuivre la promotion de l'agriculture biologique, notamment à travers le partenariat avec BIO BFC";;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1343;https://france-pat.fr/pat/pat-du-val-de-loire-nivernais/;"PAT du Pays Val de Loire Nivernais";Bourgogne-Franche-Comté;Nièvre;58014,58096,58194,58258,58306,58048,58064,58146,58162,58291,58307,58081,58115,58131,58147,58212,58228,58260,58148,58164,58213,58261,58293,58002,58051,58067,58101,58117,58214,58278,58294,58102,58134,58215,58231,58279,58295,58020,58053,58151,58184,58248,58264,58280,58296,58021,58086,58152,58265,58281,58055,58087,58105,58121,58137,58186,58218,58234,58250,58298,58007,58056,58072,58088,58122,58138,58187,58203,58251,58025,58057,58089,58155,58188,58220,58236,58252,58300,58009,58042,58124,58189,58027,58059,58174,58238,58254,58302,58044,58126,58158,58207,58303,58045,58061,58077,58127,58192,58256,58013,58095,58112,58144,58160,58193,58209,58225,58241,58273;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1344;https://france-pat.fr/pat/pat-nivernais-morvan/;"PAT Nivernais Morvan";Bourgogne-Franche-Comté;Nièvre;58010,58043,58075,58092,58109,58125,58141,58157,58190,58206,58222,58286,58011,58028,58060,58076,58093,58110,58142,58175,58191,58223,58239,58255,58271,58287,58029,58111,58143,58159,58176,58208,58224,58240,58272,58288,58304,58030,58046,58062,58078,58128,58177,58257,58289,58305,58031,58047,58063,58079,58113,58129,58145,58161,58178,58210,58226,58242,58274,58290,58015,58032,58080,58097,58114,58130,58179,58195,58211,58243,58275,58016,58049,58065,58098,58163,58180,58196,58244,58276,58292,58308,58001,58017,58034,58050,58066,58082,58099,58116,58132,58181,58197,58229,58245,58277,58309,58018,58035,58083,58133,58149,58165,58182,58198,58230,58246,58262,58310,58003,58019,58052,58068,58084,58118,58150,58166,58183,58199,58247,58263,58311,58004,58037,58069,58085,58103,58119,58135,58168,58200,58216,58232,58312,58005,58038,58054,58070,58120,58136,58169,58185,58201,58217,58233,58249,58297,58313,58006,58023,58039,58071,58153,58170,58202,58266,58282,58024,58040,58106,58154,58171,58219,58235,58267,58283,58299,58008,58041,58073,58107,58123,58139,58172,58204,58268,58284,58026,58058,58074,58090,58108,58140,58156,58173,58205,58221,58237,58253,58269,58285,58301;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1345;https://france-pat.fr/pat/pat-de-la-haute-saone/;"PAT du Département de la Haute-Saône";Bourgogne-Franche-Comté;Haute-Saône;70002,70018,70036,70052,70069,70086,70102,70120,70138,70155,70172,70189,70206,70225,70242,70259,70277,70294,70311,70327,70344,70363,70385,70402,70418,70436,70452,70470,70487,70505,70522,70538,70557,70574,70003,70019,70037,70053,70070,70087,70103,70121,70140,70156,70174,70190,70207,70226,70243,70260,70278,70295,70312,70328,70347,70364,70386,70403,70419,70437,70453,70471,70488,70506,70523,70539,70558,70575,70004,70020,70038,70054,70071,70088,70104,70122,70141,70157,70175,70192,70208,70227,70244,70261,70279,70296,70313,70329,70348,70366,70387,70404,70420,70438,70454,70472,70489,70507,70524,70540,70559,70576,70005,70021,70039,70055,70072,70089,70105,70124,70142,70158,70176,70193,70210,70228,70245,70262,70280,70297,70314,70330,70349,70367,70388,70405,70421,70439,70455,70473,70490,70509,70525,70541,70560,70577,70006,70022,70040,70056,70074,70090,70106,70125,70143,70159,70177,70194,70211,70229,70247,70263,70282,70298,70315,70331,70350,70368,70389,70406,70422,70440,70456,70474,70491,70510,70526,70542,70561,70578,70007,70023,70041,70057,70075,70091,70107,70126,70144,70160,70178,70195,70213,70230,70248,70264,70283,70299,70316,70332,70351,70369,70390,70407,70423,70441,70457,70476,70492,70511,70527,70544,70562,70579,70008,70024,70042,70058,70076,70092,70109,70127,70145,70162,70179,70196,70214,70231,70249,70265,70284,70301,70317,70334,70352,70371,70392,70408,70425,70442,70459,70477,70493,70512,70528,70545,70563,70580,70009,70025,70043,70059,70077,70093,70111,70128,70146,70163,70180,70197,70215,70232,70250,70267,70285,70302,70318,70335,70353,70372,70393,70409,70426,70443,70460,70478,70494,70513,70529,70546,70564,70581,70010,70026,70044,70060,70078,70094,70112,70129,70147,70164,70181,70198,70216,70233,70251,70268,70286,70303,70319,70336,70355,70373,70394,70410,70427,70444,70461,70479,70496,70514,70530,70547,70565,70582,70011,70027,70045,70061,70079,70095,70113,70130,70148,70165,70182,70199,70217,70234,70252,70269,70287,70304,70320,70337,70356,70374,70395,70411,70428,70445,70462,70480,70498,70515,70531,70548,70566,70583,70012,70028,70046,70062,70080,70096,70114,70132,70149,70166,70183,70200,70218,70235,70253,70271,70288,70305,70321,70338,70357,70376,70396,70412,70429,70446,70463,70481,70499,70516,70532,70549,70567,70013,70029,70047,70063,70081,70097,70115,70133,70150,70167,70184,70201,70219,70236,70254,70272,70289,70306,70322,70339,70358,70378,70397,70413,70430,70447,70464,70482,70500,70517,70533,70550,70568,70014,70030,70048,70064,70082,70098,70116,70134,70151,70168,70185,70202,70220,70237,70255,70273,70290,70307,70323,70340,70359,70380,70398,70414,70431,70448,70466,70483,70501,70518,70534,70552,70569,70015,70031,70049,70065,70083,70099,70117,70135,70152,70169,70186,70203,70221,70238,70256,70274,70291,70308,70324,70341,70360,70381,70399,70415,70432,70449,70467,70484,70502,70519,70535,70553,70571,70016,70032,70050,70066,70084,70100,70118,70136,70153,70170,70187,70204,70222,70239,70257,70275,70292,70309,70325,70342,70361,70383,70400,70416,70433,70450,70468,70485,70503,70520,70536,70554,70572,70001,70017,70035,70051,70067,70085,70101,70119,70137,70154,70171,70188,70205,70224,70240,70258,70276,70293,70310,70326,70343,70362,70384,70401,70417,70435,70451,70469,70486,70504,70521,70537,70555,70573;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"ACTION 1 – Organisation des achats et de la logistique locale";"Action en cours";non;;;"- Approvisionnement de la restauration collective (collèges publics de Haute-Saône)
- Organisation et suivi des achats
- Protocole d'élaboration et relecture des menus
- Soutien au développement des filières d'approvisionnement local
- Intégration de l'alimentation sociale et solidaire dans les circuits d'approvisionnement";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"ACTION 8 – Appui au développement des relations entre producteurs locaux et aide alimentaire";;non;;;"- Renforcement des liens pré-établis entre le secteur de l'aide alimentaire et le monde agricole";;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"ACTION 3 – Distribution de paniers de producteurs locaux  au sein des grands employeurs du Département et en agences postales communales volontaires";"Action en cours";non;;;"- Action soutenant la vente en circuits-courts par le développement des circuits de distribution de produits locaux";;;non;;;;;;non;;;;;;non;;;;;;non;;;
1346;https://france-pat.fr/pat/pat-en-saone-et-loire/;"PAT du Département de Saône-et-Loire";Bourgogne-Franche-Comté;Saône-et-Loire;71015,71031,71047,71066,71082,71099,71116,71132,71149,71165,71182,71199,71216,71232,71248,71266,71282,71300,71317,71333,71349,71365,71382,71398,71414,71433,71449,71465,71483,71500,71517,71533,71550,71567,71585,71016,71032,71048,71067,71084,71100,71117,71133,71150,71166,71183,71200,71217,71233,71249,71267,71283,71301,71318,71334,71350,71366,71383,71399,71415,71434,71450,71466,71484,71501,71518,71534,71551,71568,71586,71001,71017,71033,71050,71068,71085,71101,71118,71134,71151,71167,71184,71201,71218,71234,71250,71268,71284,71302,71319,71335,71351,71367,71384,71400,71416,71435,71451,71468,71485,71502,71519,71535,71552,71570,71588,71002,71018,71034,71051,71069,71086,71102,71119,71135,71152,71168,71185,71202,71219,71235,71251,71269,71285,71303,71320,71336,71352,71368,71385,71401,71417,71436,71452,71469,71486,71503,71520,71537,71553,71571,71589,71003,71019,71035,71052,71070,71087,71103,71120,71136,71153,71169,71186,71203,71220,71236,71252,71270,71286,71305,71321,71337,71353,71369,71386,71402,71419,71437,71453,71470,71487,71504,71521,71538,71554,71572,71590,71004,71020,71036,71054,71071,71088,71104,71121,71137,71154,71170,71187,71204,71221,71237,71253,71271,71287,71306,71322,71338,71354,71370,71387,71403,71420,71438,71454,71471,71488,71505,71522,71539,71555,71573,71591,71005,71021,71037,71056,71072,71089,71105,71122,71139,71155,71171,71188,71205,71222,71238,71254,71272,71289,71307,71323,71339,71355,71371,71388,71404,71421,71439,71455,71472,71489,71506,71523,71540,71556,71574,71006,71022,71038,71057,71073,71090,71106,71123,71140,71156,71172,71189,71206,71223,71239,71255,71273,71290,71308,71324,71340,71356,71372,71389,71405,71422,71440,71456,71473,71490,71507,71524,71541,71557,71576,71007,71023,71039,71058,71074,71091,71107,71124,71141,71157,71173,71190,71207,71224,71240,71256,71274,71291,71309,71325,71341,71357,71373,71390,71406,71423,71441,71457,71474,71491,71508,71525,71542,71558,71577,71008,71024,71040,71059,71075,71092,71108,71125,71142,71158,71174,71191,71208,71225,71241,71257,71275,71292,71310,71326,71342,71358,71374,71391,71407,71424,71442,71458,71475,71493,71509,71526,71543,71559,71578,71009,71025,71041,71060,71076,71093,71109,71126,71143,71159,71175,71192,71209,71226,71242,71258,71276,71293,71311,71327,71343,71359,71376,71392,71408,71425,71443,71459,71477,71494,71510,71527,71544,71561,71579,71010,71026,71042,71061,71077,71094,71110,71127,71144,71160,71176,71193,71210,71227,71243,71259,71277,71294,71312,71328,71344,71360,71377,71393,71409,71426,71444,71460,71478,71495,71512,71528,71545,71562,71580,71011,71027,71043,71062,71078,71095,71111,71128,71145,71161,71177,71194,71212,71228,71244,71261,71278,71295,71313,71329,71345,71361,71378,71394,71410,71427,71445,71461,71479,71496,71513,71529,71546,71563,71581,71012,71028,71044,71063,71079,71096,71112,71129,71146,71162,71178,71195,71213,71229,71245,71262,71279,71296,71314,71330,71346,71362,71379,71395,71411,71428,71446,71462,71480,71497,71514,71530,71547,71564,71582,71013,71029,71045,71064,71080,71097,71113,71130,71147,71163,71179,71196,71214,71230,71246,71263,71280,71297,71315,71331,71347,71363,71380,71396,71412,71430,71447,71463,71481,71498,71515,71531,71548,71565,71583,71014,71030,71046,71065,71081,71098,71115,71131,71148,71164,71181,71198,71215,71231,71247,71264,71281,71299,71316,71332,71348,71364,71381,71397,71413,71431,71448,71464,71482,71499,71516,71532,71549,71566,71584;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;oui;"Soutenir le développement de solutions logistiques pour les produits locaux en restauration collective et en circuits courts (La Poste, la Charrette, essaimage du modèle de Terroirs de Saône-et-Loire...)";"Action en cours";oui;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1347;https://france-pat.fr/pat/pat-du-chalonnais/;"Territoire du Chalonnais";Bourgogne-Franche-Comté;Saône-et-Loire;71076,71109,71159,71392,71425,71443,71459,71544,71579,71026,71193,71277,71294,71312,71328,71426,71444,71512,71043,71078,71145,71194,71228,71329,71378,71445,71461,71496,71563,71245,71262,71296,71462,71480,71080,71214,71315,71363,71430,71447,71498,71515,71081,71115,71131,71164,71215,71247,71566,71182,71216,71333,71449,71517,71585,71067,71117,71249,71283,71501,71033,71118,71167,71201,71302,71384,71485,71502,71570,71034,71051,71102,71202,71219,71269,71417,71503,71520,71003,71019,71052,71070,71087,71186,71252,71369,71402,71504,71572,71004,71036,71054,71104,71154,71170,71204,71221,71253,71403,71471,71505,71555,71005,71037,71072,71089,71122,71139,71171,71272,71355,71404,71455,71189,71308,71324,71405,71422,71456,71507,71058,71107,71124,71274,71341,71423,71457,71577,71225,71241,71257,71292,71374,71391,71442,71475,71578;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1348;https://france-pat.fr/pat/pat-de-la-communaute-de-communes-du-clunisois/;"PAT de la Communauté de Communes du Clunisois";Bourgogne-Franche-Comté;Saône-et-Loire;71068,71400,71452,71521,71137,71287,71387,71488,71057,71290,71524,71007,71039,71240,71125,71358,71458,71242,71042,71127,71344,71495,71128,71427,71112,71146,71446,71582,71130,71147,71163,71030,71065,71181,71231,71264,71381,71397,71532,71031,71199;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1349;https://france-pat.fr/pat/pat-du-grand-autunois-morvan/;"PAT de la Communauté de communes du Grand Autunois Morvan";Bourgogne-Franche-Comté;Saône-et-Loire;71142,71407,71424,71493,71509,71009,71192,71376,71527,71010,71144,71409,71062,71313,71063,71096,71129,71162,71411,71530,71297,71531,71014,71046,71098,71431,71464,71015,71149,71165,71266,71349,71414,71183,71450,71466,71551,71151,71184,71535,71251,71368,71537,71020,71237,71322,71438,71539,71188,71472,71140,71172,71223,71440,71190;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1350;https://france-pat.fr/pat/pat-de-la-bresse-bourguignonne/;"PAT du Syndicat Mixte de la Bresse bourguignonne";Bourgogne-Franche-Comté;Saône-et-Loire;71061,71157,71263,71351,71318,71295,71420,71028,71373,71143,71558,71548,71506,71001,71097,71158,71206,71213,71332,71522,71079,71243,71177,71209,71261,71244,71234,71365,71018,71508,71386,71489,71293,71092,71300,71528,71056,71319,71064,71401,71379,71198,71303,71367,71580,71454,71196,71044,71352,71514,71045,71314,71326,71029,71541,71013,71516,71093,71121,71168,71366,71207,71023,71336,71173,71357,71254,71101,71208,71364,71396,71246,71175,71410,71519,71538,71568,71256,71002,71398,71027,71380,71311,71419,71205,71534,71523,71484;non;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
1351;https://france-pat.fr/pat/pat-de-lyonne/;"PAT du Département de l'Yonne";Bourgogne-Franche-Comté;Yonne;89016,89033,89050,89067,89086,89105,89127,89146,89163,89182,89201,89218,89235,89253,89272,89289,89309,89327,89346,89365,89384,89403,89419,89438,89459,89477,89017,89034,89051,89068,89087,89108,89128,89147,89164,89183,89202,89219,89236,89254,89273,89290,89310,89328,89347,89367,89385,89404,89420,89439,89460,89478,89002,89018,89035,89053,89069,89088,89111,89129,89148,89165,89184,89203,89220,89237,89255,89274,89291,89311,89329,89348,89368,89386,89405,89422,89440,89461,89479,89003,89019,89036,89054,89071,89089,89112,89130,89149,89167,89186,89204,89221,89238,89256,89276,89292,89312,89331,89349,89369,89387,89406,89423,89441,89462,89480,89004,89020,89037,89055,89072,89091,89113,89131,89150,89168,89187,89205,89222,89239,89257,89277,89295,89313,89332,89350,89370,89388,89407,89424,89442,89463,89481,89005,89021,89038,89056,89073,89092,89115,89132,89151,89169,89188,89206,89223,89240,89259,89278,89296,89314,89333,89351,89371,89390,89408,89425,89443,89464,89482,89006,89022,89039,89057,89074,89093,89116,89133,89152,89170,89189,89207,89224,89242,89261,89279,89297,89315,89334,89352,89373,89391,89409,89426,89445,89465,89483,89007,89023,89040,89058,89075,89094,89117,89134,89153,89171,89190,89208,89225,89244,89262,89280,89298,89316,89335,89353,89374,89392,89410,89427,89446,89466,89485,89008,89024,89041,89059,89076,89095,89118,89136,89154,89172,89191,89209,89226,89245,89263,89281,89299,89318,89336,89354,89375,89393,89411,89428,89447,89467,89486,89009,89025,89042,89060,89077,89096,89119,89137,89155,89173,89194,89210,89227,89246,89264,89282,89300,89319,89337,89355,89376,89394,89412,89430,89449,89468,89010,89027,89043,89061,89079,89098,89120,89139,89156,89175,89195,89211,89228,89247,89265,89283,89302,89320,89338,89359,89377,89395,89413,89431,89450,89469,89011,89028,89044,89062,89080,89099,89122,89141,89158,89176,89196,89212,89229,89248,89266,89284,89303,89321,89339,89360,89378,89397,89414,89432,89451,89470,89012,89029,89045,89063,89081,89100,89123,89142,89159,89177,89197,89214,89230,89249,89267,89285,89304,89323,89341,89361,89379,89398,89415,89433,89452,89471,89013,89030,89046,89064,89083,89101,89124,89143,89160,89179,89198,89215,89232,89250,89268,89286,89306,89324,89342,89362,89380,89399,89416,89434,89453,89472,89014,89031,89048,89065,89084,89102,89125,89144,89161,89180,89199,89216,89233,89251,89270,89287,89307,89325,89344,89363,89382,89400,89417,89436,89456,89474,89015,89032,89049,89066,89085,89104,89126,89145,89162,89181,89200,89217,89234,89252,89271,89288,89308,89326,89345,89364,89383,89402,89418,89437,89458,89475;oui;non;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;;non;;;non;;;;;;non;;;;;;non;;;;;;non;;;;;;non;;;
