"","topic","term","beta"
"11851",7,"organisé",1.51267622678042e-05
"11852",8,"organisé",0.000958190504467057
"11853",9,"organisé",0.000320767397812672
"11854",1,"oser",0.00017716789073573
"11855",2,"oser",1.25050020008003e-05
"11856",3,"oser",1.38278160347355e-05
"11857",4,"oser",1.53638151425762e-05
"11858",5,"oser",1.48218414655837e-05
"11859",6,"oser",1.38603980706326e-05
"11860",7,"oser",1.51267622678042e-05
"11861",8,"oser",1.34956409079867e-05
"11862",9,"oser",1.52746379910796e-05
"11863",1,"ouvert",1.61061718850664e-05
"11864",2,"ouvert",1.25050020008003e-05
"11865",3,"ouvert",1.38278160347355e-05
"11866",4,"ouvert",1.53638151425762e-05
"11867",5,"ouvert",1.48218414655837e-05
"11868",6,"ouvert",0.000291068359483285
"11869",7,"ouvert",1.51267622678042e-05
"11870",8,"ouvert",1.34956409079867e-05
"11871",9,"ouvert",1.52746379910796e-05
"11872",1,"panier",1.61061718850664e-05
"11873",2,"panier",1.25050020008003e-05
"11874",3,"panier",1.38278160347355e-05
"11875",4,"panier",1.53638151425762e-05
"11876",5,"panier",1.48218414655837e-05
"11877",6,"panier",1.38603980706326e-05
"11878",7,"panier",1.51267622678042e-05
"11879",8,"panier",0.000958190504467057
"11880",9,"panier",1.52746379910796e-05
"11881",1,"panneau",1.61061718850664e-05
"11882",2,"panneau",1.25050020008003e-05
"11883",3,"panneau",1.38278160347355e-05
"11884",4,"panneau",0.000169001966568338
"11885",5,"panneau",1.48218414655837e-05
"11886",6,"panneau",1.38603980706326e-05
"11887",7,"panneau",1.51267622678042e-05
"11888",8,"panneau",1.34956409079867e-05
"11889",9,"panneau",1.52746379910796e-05
"11890",1,"percevoir",1.61061718850664e-05
"11891",2,"percevoir",1.25050020008003e-05
"11892",3,"percevoir",1.38278160347355e-05
"11893",4,"percevoir",1.53638151425762e-05
"11894",5,"percevoir",1.48218414655837e-05
"11895",6,"percevoir",0.000152464378776958
"11896",7,"percevoir",1.51267622678042e-05
"11897",8,"percevoir",0.000148452049987854
"11898",9,"percevoir",1.52746379910796e-05
"11899",1,"perturbateur",1.61061718850664e-05
"11900",2,"perturbateur",1.25050020008003e-05
"11901",3,"perturbateur",1.38278160347355e-05
"11902",4,"perturbateur",1.53638151425762e-05
"11903",5,"perturbateur",1.48218414655837e-05
"11904",6,"perturbateur",1.38603980706326e-05
"11905",7,"perturbateur",0.000317662007623888
"11906",8,"perturbateur",1.34956409079867e-05
"11907",9,"perturbateur",1.52746379910796e-05
"11908",1,"phréatique",1.61061718850664e-05
"11909",2,"phréatique",1.25050020008003e-05
"11910",3,"phréatique",1.38278160347355e-05
"11911",4,"phréatique",1.53638151425762e-05
"11912",5,"phréatique",1.48218414655837e-05
"11913",6,"phréatique",1.38603980706326e-05
"11914",7,"phréatique",1.51267622678042e-05
"11915",8,"phréatique",0.000283408459067721
"11916",9,"phréatique",1.52746379910796e-05
"11917",1,"plain",1.61061718850664e-05
"11918",2,"plain",1.25050020008003e-05
"11919",3,"plain",1.38278160347355e-05
"11920",4,"plain",1.53638151425762e-05
"11921",5,"plain",1.48218414655837e-05
"11922",6,"plain",0.000152464378776958
"11923",7,"plain",0.000317662007623888
"11924",8,"plain",1.34956409079867e-05
"11925",9,"plain",0.000626260157634264
"11926",1,"pointer",1.61061718850664e-05
"11927",2,"pointer",1.25050020008003e-05
"11928",3,"pointer",1.38278160347355e-05
"11929",4,"pointer",1.53638151425762e-05
"11930",5,"pointer",1.48218414655837e-05
"11931",6,"pointer",1.38603980706326e-05
"11932",7,"pointer",1.51267622678042e-05
"11933",8,"pointer",1.34956409079867e-05
"11934",9,"pointer",0.000320767397812672
"11935",1,"poser",0.00114353820383971
"11936",2,"poser",0.000887855142056823
"11937",3,"poser",1.38278160347355e-05
"11938",4,"poser",1.53638151425762e-05
"11939",5,"poser",1.48218414655837e-05
"11940",6,"poser",1.38603980706326e-05
"11941",7,"poser",0.00213287347976039
"11942",8,"poser",1.34956409079867e-05
"11943",9,"poser",1.52746379910796e-05
"11944",1,"post-récolte",1.61061718850664e-05
"11945",2,"post-récolte",1.25050020008003e-05
"11946",3,"post-récolte",1.38278160347355e-05
"11947",4,"post-récolte",1.53638151425762e-05
"11948",5,"post-récolte",1.48218414655837e-05
"11949",6,"post-récolte",1.38603980706326e-05
"11950",7,"post-récolte",0.000166394384945846
"11951",8,"post-récolte",1.34956409079867e-05
"11952",9,"post-récolte",1.52746379910796e-05
"11953",1,"potable",1.61061718850664e-05
"11954",2,"potable",0.00038765506202481
"11955",3,"potable",1.38278160347355e-05
"11956",4,"potable",1.53638151425762e-05
"11957",5,"potable",1.48218414655837e-05
"11958",6,"potable",0.000845484282308588
"11959",7,"potable",1.51267622678042e-05
"11960",8,"potable",1.34956409079867e-05
"11961",9,"potable",1.52746379910796e-05
"11962",1,"prioritaire",0.00275415539234635
"11963",2,"prioritaire",1.25050020008003e-05
"11964",3,"prioritaire",1.38278160347355e-05
"11965",4,"prioritaire",0.00170538348082596
"11966",5,"prioritaire",1.48218414655837e-05
"11967",6,"prioritaire",1.38603980706326e-05
"11968",7,"prioritaire",1.51267622678042e-05
"11969",8,"prioritaire",1.34956409079867e-05
"11970",9,"prioritaire",1.52746379910796e-05
"11971",1,"prochain",1.61061718850664e-05
"11972",2,"prochain",0.000137555022008804
"11973",3,"prochain",0.00015210597638209
"11974",4,"prochain",1.53638151425762e-05
"11975",5,"prochain",1.48218414655837e-05
"11976",6,"prochain",1.38603980706326e-05
"11977",7,"prochain",1.51267622678042e-05
"11978",8,"prochain",0.00082323409538719
"11979",9,"prochain",0.000931752917455857
"11980",1,"profit",1.61061718850664e-05
"11981",2,"profit",1.25050020008003e-05
"11982",3,"profit",1.38278160347355e-05
"11983",4,"profit",1.53638151425762e-05
"11984",5,"profit",1.48218414655837e-05
"11985",6,"profit",1.38603980706326e-05
"11986",7,"profit",1.51267622678042e-05
"11987",8,"profit",1.34956409079867e-05
"11988",9,"profit",0.00184823119692063
"11989",1,"profondément",1.61061718850664e-05
"11990",2,"profondément",1.25050020008003e-05
"11991",3,"profondément",1.38278160347355e-05
"11992",4,"profondément",1.53638151425762e-05
"11993",5,"profondément",1.48218414655837e-05
"11994",6,"profondément",1.38603980706326e-05
"11995",7,"profondément",1.51267622678042e-05
"11996",8,"profondément",0.000148452049987854
"11997",9,"profondément",1.52746379910796e-05
"11998",1,"programmation",0.000821414766138385
"11999",2,"programmation",1.25050020008003e-05
"12000",3,"programmation",1.38278160347355e-05
"12001",4,"programmation",1.53638151425762e-05
"12002",5,"programmation",1.48218414655837e-05
"12003",6,"programmation",1.38603980706326e-05
"12004",7,"programmation",1.51267622678042e-05
"12005",8,"programmation",1.34956409079867e-05
"12006",9,"programmation",1.52746379910796e-05
"12007",1,"protéine",0.000499291328437057
"12008",2,"protéine",1.25050020008003e-05
"12009",3,"protéine",1.38278160347355e-05
"12010",4,"protéine",1.53638151425762e-05
"12011",5,"protéine",0.00149700598802395
"12012",6,"protéine",1.38603980706326e-05
"12013",7,"protéine",1.51267622678042e-05
"12014",8,"protéine",1.34956409079867e-05
"12015",9,"protéine",1.52746379910796e-05
"12016",1,"radis",1.61061718850664e-05
"12017",2,"radis",1.25050020008003e-05
"12018",3,"radis",1.38278160347355e-05
"12019",4,"radis",1.53638151425762e-05
"12020",5,"radis",1.48218414655837e-05
"12021",6,"radis",1.38603980706326e-05
"12022",7,"radis",0.000166394384945846
"12023",8,"radis",1.34956409079867e-05
"12024",9,"radis",1.52746379910796e-05
"12025",1,"reprendre",1.61061718850664e-05
"12026",2,"reprendre",0.000137555022008804
"12027",3,"reprendre",1.38278160347355e-05
"12028",4,"reprendre",1.53638151425762e-05
"12029",5,"reprendre",1.48218414655837e-05
"12030",6,"reprendre",1.38603980706326e-05
"12031",7,"reprendre",1.51267622678042e-05
"12032",8,"reprendre",0.000553321277227456
"12033",9,"reprendre",1.52746379910796e-05
"12034",1,"revaloriser",1.61061718850664e-05
"12035",2,"revaloriser",1.25050020008003e-05
"12036",3,"revaloriser",1.38278160347355e-05
"12037",4,"revaloriser",0.0003226401179941
"12038",5,"revaloriser",1.48218414655837e-05
"12039",6,"revaloriser",1.38603980706326e-05
"12040",7,"revaloriser",1.51267622678042e-05
"12041",8,"revaloriser",1.34956409079867e-05
"12042",9,"revaloriser",1.52746379910796e-05
"12043",1,"ruissellement",1.61061718850664e-05
"12044",2,"ruissellement",1.25050020008003e-05
"12045",3,"ruissellement",1.38278160347355e-05
"12046",4,"ruissellement",1.53638151425762e-05
"12047",5,"ruissellement",0.000459477085433094
"12048",6,"ruissellement",0.00042967234018961
"12049",7,"ruissellement",1.51267622678042e-05
"12050",8,"ruissellement",1.34956409079867e-05
"12051",9,"ruissellement",1.52746379910796e-05
"12052",1,"réceptivité",1.61061718850664e-05
"12053",2,"réceptivité",1.25050020008003e-05
"12054",3,"réceptivité",1.38278160347355e-05
"12055",4,"réceptivité",1.53638151425762e-05
"12056",5,"réceptivité",1.48218414655837e-05
"12057",6,"réceptivité",1.38603980706326e-05
"12058",7,"réceptivité",0.000166394384945846
"12059",8,"réceptivité",1.34956409079867e-05
"12060",9,"réceptivité",1.52746379910796e-05
"12061",1,"régression",1.61061718850664e-05
"12062",2,"régression",1.25050020008003e-05
"12063",3,"régression",1.38278160347355e-05
"12064",4,"régression",1.53638151425762e-05
"12065",5,"régression",0.000459477085433094
"12066",6,"régression",1.38603980706326e-05
"12067",7,"régression",1.51267622678042e-05
"12068",8,"régression",0.000148452049987854
"12069",9,"régression",1.52746379910796e-05
"12070",1,"répartie",1.61061718850664e-05
"12071",2,"répartie",0.00038765506202481
"12072",3,"répartie",1.38278160347355e-05
"12073",4,"répartie",1.53638151425762e-05
"12074",5,"répartie",1.48218414655837e-05
"12075",6,"répartie",1.38603980706326e-05
"12076",7,"répartie",1.51267622678042e-05
"12077",8,"répartie",0.000688277686307323
"12078",9,"répartie",1.52746379910796e-05
"12079",1,"répercussion",1.61061718850664e-05
"12080",2,"répercussion",1.25050020008003e-05
"12081",3,"répercussion",1.38278160347355e-05
"12082",4,"répercussion",1.53638151425762e-05
"12083",5,"répercussion",1.48218414655837e-05
"12084",6,"répercussion",1.38603980706326e-05
"12085",7,"répercussion",0.000166394384945846
"12086",8,"répercussion",1.34956409079867e-05
"12087",9,"répercussion",1.52746379910796e-05
"12088",1,"répertorier",0.00017716789073573
"12089",2,"répertorier",1.25050020008003e-05
"12090",3,"répertorier",1.38278160347355e-05
"12091",4,"répertorier",1.53638151425762e-05
"12092",5,"répertorier",1.48218414655837e-05
"12093",6,"répertorier",1.38603980706326e-05
"12094",7,"répertorier",1.51267622678042e-05
"12095",8,"répertorier",1.34956409079867e-05
"12096",9,"répertorier",1.52746379910796e-05
"12097",1,"sdage",1.61061718850664e-05
"12098",2,"sdage",0.000137555022008804
"12099",3,"sdage",1.38278160347355e-05
"12100",4,"sdage",1.53638151425762e-05
"12101",5,"sdage",0.00016304025612142
"12102",6,"sdage",1.38603980706326e-05
"12103",7,"sdage",1.51267622678042e-05
"12104",8,"sdage",1.34956409079867e-05
"12105",9,"sdage",1.52746379910796e-05
"12106",1,"second",0.000499291328437057
"12107",2,"second",1.25050020008003e-05
"12108",3,"second",1.38278160347355e-05
"12109",4,"second",1.53638151425762e-05
"12110",5,"second",1.48218414655837e-05
"12111",6,"second",1.38603980706326e-05
"12112",7,"second",1.51267622678042e-05
"12113",8,"second",1.34956409079867e-05
"12114",9,"second",1.52746379910796e-05
"12115",1,"semaine",0.000338229609586394
"12116",2,"semaine",0.000262605042016807
"12117",3,"semaine",1.38278160347355e-05
"12118",4,"semaine",1.53638151425762e-05
"12119",5,"semaine",1.48218414655837e-05
"12120",6,"semaine",1.38603980706326e-05
"12121",7,"semaine",0.000166394384945846
"12122",8,"semaine",0.000688277686307323
"12123",9,"semaine",1.52746379910796e-05
"12124",1,"sensoriel",1.61061718850664e-05
"12125",2,"sensoriel",1.25050020008003e-05
"12126",3,"sensoriel",1.38278160347355e-05
"12127",4,"sensoriel",0.000169001966568338
"12128",5,"sensoriel",1.48218414655837e-05
"12129",6,"sensoriel",1.38603980706326e-05
"12130",7,"sensoriel",1.51267622678042e-05
"12131",8,"sensoriel",1.34956409079867e-05
"12132",9,"sensoriel",1.52746379910796e-05
"12133",1,"signalétique",1.61061718850664e-05
"12134",2,"signalétique",1.25050020008003e-05
"12135",3,"signalétique",1.38278160347355e-05
"12136",4,"signalétique",1.53638151425762e-05
"12137",5,"signalétique",1.48218414655837e-05
"12138",6,"signalétique",0.000152464378776958
"12139",7,"signalétique",1.51267622678042e-05
"12140",8,"signalétique",1.34956409079867e-05
"12141",9,"signalétique",1.52746379910796e-05
"12142",1,"signataire",1.61061718850664e-05
"12143",2,"signataire",0.000137555022008804
"12144",3,"signataire",1.38278160347355e-05
"12145",4,"signataire",1.53638151425762e-05
"12146",5,"signataire",0.00016304025612142
"12147",6,"signataire",1.38603980706326e-05
"12148",7,"signataire",1.51267622678042e-05
"12149",8,"signataire",1.34956409079867e-05
"12150",9,"signataire",0.000168021017901876
"12151",1,"stockage",1.61061718850664e-05
"12152",2,"stockage",0.000637755102040816
"12153",3,"stockage",1.38278160347355e-05
"12154",4,"stockage",1.53638151425762e-05
"12155",5,"stockage",1.48218414655837e-05
"12156",6,"stockage",1.38603980706326e-05
"12157",7,"stockage",1.51267622678042e-05
"12158",8,"stockage",0.00190288536802613
"12159",9,"stockage",1.52746379910796e-05
"12160",1,"structuré",1.61061718850664e-05
"12161",2,"structuré",1.25050020008003e-05
"12162",3,"structuré",0.000843496778118864
"12163",4,"structuré",1.53638151425762e-05
"12164",5,"structuré",1.48218414655837e-05
"12165",6,"structuré",0.000152464378776958
"12166",7,"structuré",1.51267622678042e-05
"12167",8,"structuré",1.34956409079867e-05
"12168",9,"structuré",1.52746379910796e-05
"12169",1,"sud",1.61061718850664e-05
"12170",2,"sud",1.25050020008003e-05
"12171",3,"sud",1.38278160347355e-05
"12172",4,"sud",1.53638151425762e-05
"12173",5,"sud",0.00016304025612142
"12174",6,"sud",1.38603980706326e-05
"12175",7,"sud",1.51267622678042e-05
"12176",8,"sud",0.000283408459067721
"12177",9,"sud",0.00200097757683143
"12178",1,"tourbière",1.61061718850664e-05
"12179",2,"tourbière",1.25050020008003e-05
"12180",3,"tourbière",1.38278160347355e-05
"12181",4,"tourbière",1.53638151425762e-05
"12182",5,"tourbière",1.48218414655837e-05
"12183",6,"tourbière",1.38603980706326e-05
"12184",7,"tourbière",1.51267622678042e-05
"12185",8,"tourbière",1.34956409079867e-05
"12186",9,"tourbière",0.000168021017901876
"12187",1,"volontariste",1.61061718850664e-05
"12188",2,"volontariste",1.25050020008003e-05
"12189",3,"volontariste",1.38278160347355e-05
"12190",4,"volontariste",1.53638151425762e-05
"12191",5,"volontariste",0.00164522440267979
"12192",6,"volontariste",1.38603980706326e-05
"12193",7,"volontariste",1.51267622678042e-05
"12194",8,"volontariste",1.34956409079867e-05
"12195",9,"volontariste",1.52746379910796e-05
"12196",1,"alarmant",1.61061718850664e-05
"12197",2,"alarmant",1.25050020008003e-05
"12198",3,"alarmant",1.38278160347355e-05
"12199",4,"alarmant",1.53638151425762e-05
"12200",5,"alarmant",1.48218414655837e-05
"12201",6,"alarmant",1.38603980706326e-05
"12202",7,"alarmant",0.00046892963030193
"12203",8,"alarmant",1.34956409079867e-05
"12204",9,"alarmant",1.52746379910796e-05
"12205",1,"arable",0.00017716789073573
"12206",2,"arable",1.25050020008003e-05
"12207",3,"arable",1.38278160347355e-05
"12208",4,"arable",1.53638151425762e-05
"12209",5,"arable",0.000459477085433094
"12210",6,"arable",1.38603980706326e-05
"12211",7,"arable",1.51267622678042e-05
"12212",8,"arable",1.34956409079867e-05
"12213",9,"arable",1.52746379910796e-05
"12214",1,"arbre",1.61061718850664e-05
"12215",2,"arbre",1.25050020008003e-05
"12216",3,"arbre",1.38278160347355e-05
"12217",4,"arbre",1.53638151425762e-05
"12218",5,"arbre",1.48218414655837e-05
"12219",6,"arbre",0.00042967234018961
"12220",7,"arbre",1.51267622678042e-05
"12221",8,"arbre",1.34956409079867e-05
"12222",9,"arbre",0.000168021017901876
"12223",1,"attendre",1.61061718850664e-05
"12224",2,"attendre",0.000137555022008804
"12225",3,"attendre",1.38278160347355e-05
"12226",4,"attendre",1.53638151425762e-05
"12227",5,"attendre",0.000311258670777258
"12228",6,"attendre",1.38603980706326e-05
"12229",7,"attendre",1.51267622678042e-05
"12230",8,"attendre",0.000148452049987854
"12231",9,"attendre",1.52746379910796e-05
"12232",1,"avantage",0.000499291328437057
"12233",2,"avantage",1.25050020008003e-05
"12234",3,"avantage",1.38278160347355e-05
"12235",4,"avantage",1.53638151425762e-05
"12236",5,"avantage",1.48218414655837e-05
"12237",6,"avantage",1.38603980706326e-05
"12238",7,"avantage",1.51267622678042e-05
"12239",8,"avantage",1.34956409079867e-05
"12240",9,"avantage",1.52746379910796e-05
"12241",1,"brut",1.61061718850664e-05
"12242",2,"brut",0.000137555022008804
"12243",3,"brut",0.00015210597638209
"12244",4,"brut",1.53638151425762e-05
"12245",5,"brut",0.000607695500088931
"12246",6,"brut",1.38603980706326e-05
"12247",7,"brut",1.51267622678042e-05
"12248",8,"brut",0.000958190504467057
"12249",9,"brut",1.52746379910796e-05
"12250",1,"cap",1.61061718850664e-05
"12251",2,"cap",0.000262605042016807
"12252",3,"cap",1.38278160347355e-05
"12253",4,"cap",1.53638151425762e-05
"12254",5,"cap",1.48218414655837e-05
"12255",6,"cap",1.38603980706326e-05
"12256",7,"cap",1.51267622678042e-05
"12257",8,"cap",1.34956409079867e-05
"12258",9,"cap",1.52746379910796e-05
"12259",1,"choisir",1.61061718850664e-05
"12260",2,"choisir",1.25050020008003e-05
"12261",3,"choisir",1.38278160347355e-05
"12262",4,"choisir",1.53638151425762e-05
"12263",5,"choisir",0.000755913914744768
"12264",6,"choisir",1.38603980706326e-05
"12265",7,"choisir",1.51267622678042e-05
"12266",8,"choisir",1.34956409079867e-05
"12267",9,"choisir",1.52746379910796e-05
"12268",1,"cible",1.61061718850664e-05
"12269",2,"cible",1.25050020008003e-05
"12270",3,"cible",1.38278160347355e-05
"12271",4,"cible",1.53638151425762e-05
"12272",5,"cible",0.00223809806130314
"12273",6,"cible",1.38603980706326e-05
"12274",7,"cible",1.51267622678042e-05
"12275",8,"cible",0.000283408459067721
"12276",9,"cible",1.52746379910796e-05
"12277",1,"circulaire",1.61061718850664e-05
"12278",2,"circulaire",0.000262605042016807
"12279",3,"circulaire",0.0004286622970768
"12280",4,"circulaire",1.53638151425762e-05
"12281",5,"circulaire",1.48218414655837e-05
"12282",6,"circulaire",1.38603980706326e-05
"12283",7,"circulaire",0.000922732498336056
"12284",8,"circulaire",1.34956409079867e-05
"12285",9,"circulaire",1.52746379910796e-05
"12286",1,"consister",1.61061718850664e-05
"12287",2,"consister",0.000137555022008804
"12288",3,"consister",1.38278160347355e-05
"12289",4,"consister",1.53638151425762e-05
"12290",5,"consister",0.000755913914744768
"12291",6,"consister",1.38603980706326e-05
"12292",7,"consister",1.51267622678042e-05
"12293",8,"consister",1.34956409079867e-05
"12294",9,"consister",1.52746379910796e-05
"12295",1,"créateur",1.61061718850664e-05
"12296",2,"créateur",1.25050020008003e-05
"12297",3,"créateur",1.38278160347355e-05
"12298",4,"créateur",1.53638151425762e-05
"12299",5,"créateur",1.48218414655837e-05
"12300",6,"créateur",1.38603980706326e-05
"12301",7,"créateur",0.000620197252979972
"12302",8,"créateur",1.34956409079867e-05
"12303",9,"créateur",0.000473513777723468
"12304",1,"cuisiner",1.61061718850664e-05
"12305",2,"cuisiner",1.25050020008003e-05
"12306",3,"cuisiner",1.38278160347355e-05
"12307",4,"cuisiner",0.00109083087512291
"12308",5,"cuisiner",1.48218414655837e-05
"12309",6,"cuisiner",0.00042967234018961
"12310",7,"cuisiner",1.51267622678042e-05
"12311",8,"cuisiner",1.34956409079867e-05
"12312",9,"cuisiner",1.52746379910796e-05
"12313",1,"envergure",1.61061718850664e-05
"12314",2,"envergure",1.25050020008003e-05
"12315",3,"envergure",1.38278160347355e-05
"12316",4,"envergure",0.000169001966568338
"12317",5,"envergure",0.00016304025612142
"12318",6,"envergure",1.38603980706326e-05
"12319",7,"envergure",1.51267622678042e-05
"12320",8,"envergure",1.34956409079867e-05
"12321",9,"envergure",1.52746379910796e-05
"12322",1,"etat ",1.61061718850664e-05
"12323",2,"etat ",1.25050020008003e-05
"12324",3,"etat ",1.38278160347355e-05
"12325",4,"etat ",1.53638151425762e-05
"12326",5,"etat ",0.00016304025612142
"12327",6,"etat ",1.38603980706326e-05
"12328",7,"etat ",1.51267622678042e-05
"12329",8,"etat ",1.34956409079867e-05
"12330",9,"etat ",0.000168021017901876
"12331",1,"externalité",1.61061718850664e-05
"12332",2,"externalité",1.25050020008003e-05
"12333",3,"externalité",1.38278160347355e-05
"12334",4,"externalité",1.53638151425762e-05
"12335",5,"externalité",1.48218414655837e-05
"12336",6,"externalité",0.000152464378776958
"12337",7,"externalité",1.51267622678042e-05
"12338",8,"externalité",1.34956409079867e-05
"12339",9,"externalité",0.000168021017901876
"12340",1,"faune",1.61061718850664e-05
"12341",2,"faune",1.25050020008003e-05
"12342",3,"faune",1.38278160347355e-05
"12343",4,"faune",1.53638151425762e-05
"12344",5,"faune",1.48218414655837e-05
"12345",6,"faune",1.38603980706326e-05
"12346",7,"faune",1.51267622678042e-05
"12347",8,"faune",0.000148452049987854
"12348",9,"faune",0.000168021017901876
"12349",1,"final",1.61061718850664e-05
"12350",2,"final",1.25050020008003e-05
"12351",3,"final",1.38278160347355e-05
"12352",4,"final",1.53638151425762e-05
"12353",5,"final",0.000311258670777258
"12354",6,"final",1.38603980706326e-05
"12355",7,"final",0.000166394384945846
"12356",8,"final",1.34956409079867e-05
"12357",9,"final",1.52746379910796e-05
"12358",1,"flore",1.61061718850664e-05
"12359",2,"flore",0.000137555022008804
"12360",3,"flore",1.38278160347355e-05
"12361",4,"flore",1.53638151425762e-05
"12362",5,"flore",1.48218414655837e-05
"12363",6,"flore",1.38603980706326e-05
"12364",7,"flore",1.51267622678042e-05
"12365",8,"flore",1.34956409079867e-05
"12366",9,"flore",1.52746379910796e-05
"12367",1,"grenier",1.61061718850664e-05
"12368",2,"grenier",1.25050020008003e-05
"12369",3,"grenier",1.38278160347355e-05
"12370",4,"grenier",1.53638151425762e-05
"12371",5,"grenier",0.00016304025612142
"12372",6,"grenier",0.000291068359483285
"12373",7,"grenier",1.51267622678042e-05
"12374",8,"grenier",1.34956409079867e-05
"12375",9,"grenier",1.52746379910796e-05
"12376",1,"intervention",1.61061718850664e-05
"12377",2,"intervention",1.25050020008003e-05
"12378",3,"intervention",1.38278160347355e-05
"12379",4,"intervention",1.53638151425762e-05
"12380",5,"intervention",1.48218414655837e-05
"12381",6,"intervention",0.00139990020513389
"12382",7,"intervention",1.51267622678042e-05
"12383",8,"intervention",1.34956409079867e-05
"12384",9,"intervention",1.52746379910796e-05
"12385",1,"justement",1.61061718850664e-05
"12386",2,"justement",0.000137555022008804
"12387",3,"justement",1.38278160347355e-05
"12388",4,"justement",1.53638151425762e-05
"12389",5,"justement",1.48218414655837e-05
"12390",6,"justement",1.38603980706326e-05
"12391",7,"justement",1.51267622678042e-05
"12392",8,"justement",1.34956409079867e-05
"12393",9,"justement",1.52746379910796e-05
"12394",1,"mare",1.61061718850664e-05
"12395",2,"mare",1.25050020008003e-05
"12396",3,"mare",1.38278160347355e-05
"12397",4,"mare",0.0003226401179941
"12398",5,"mare",1.48218414655837e-05
"12399",6,"mare",1.38603980706326e-05
"12400",7,"mare",1.51267622678042e-05
"12401",8,"mare",1.34956409079867e-05
"12402",9,"mare",1.52746379910796e-05
"12403",1,"organique",0.000338229609586394
"12404",2,"organique",1.25050020008003e-05
"12405",3,"organique",1.38278160347355e-05
"12406",4,"organique",1.53638151425762e-05
"12407",5,"organique",0.00016304025612142
"12408",6,"organique",1.38603980706326e-05
"12409",7,"organique",1.51267622678042e-05
"12410",8,"organique",0.000283408459067721
"12411",9,"organique",1.52746379910796e-05
"12412",1,"oublier",0.000821414766138385
"12413",2,"oublier",1.25050020008003e-05
"12414",3,"oublier",1.38278160347355e-05
"12415",4,"oublier",1.53638151425762e-05
"12416",5,"oublier",1.48218414655837e-05
"12417",6,"oublier",1.38603980706326e-05
"12418",7,"oublier",1.51267622678042e-05
"12419",8,"oublier",1.34956409079867e-05
"12420",9,"oublier",1.52746379910796e-05
"12421",1,"plaisir",1.61061718850664e-05
"12422",2,"plaisir",1.25050020008003e-05
"12423",3,"plaisir",1.38278160347355e-05
"12424",4,"plaisir",0.0003226401179941
"12425",5,"plaisir",1.48218414655837e-05
"12426",6,"plaisir",1.38603980706326e-05
"12427",7,"plaisir",0.000166394384945846
"12428",8,"plaisir",1.34956409079867e-05
"12429",9,"plaisir",1.52746379910796e-05
"12430",1,"pollution",1.61061718850664e-05
"12431",2,"pollution",0.000762805122048819
"12432",3,"pollution",0.000566940457424154
"12433",4,"pollution",1.53638151425762e-05
"12434",5,"pollution",0.00179344281733563
"12435",6,"pollution",1.38603980706326e-05
"12436",7,"pollution",1.51267622678042e-05
"12437",8,"pollution",1.34956409079867e-05
"12438",9,"pollution",0.000168021017901876
"12439",1,"possible",1.61061718850664e-05
"12440",2,"possible",1.25050020008003e-05
"12441",3,"possible",0.00015210597638209
"12442",4,"possible",1.53638151425762e-05
"12443",5,"possible",0.00016304025612142
"12444",6,"possible",1.38603980706326e-05
"12445",7,"possible",1.51267622678042e-05
"12446",8,"possible",0.00149801614078653
"12447",9,"possible",1.52746379910796e-05
"12448",1,"profitable",1.61061718850664e-05
"12449",2,"profitable",1.25050020008003e-05
"12450",3,"profitable",1.38278160347355e-05
"12451",4,"profitable",1.53638151425762e-05
"12452",5,"profitable",1.48218414655837e-05
"12453",6,"profitable",0.000152464378776958
"12454",7,"profitable",1.51267622678042e-05
"12455",8,"profitable",1.34956409079867e-05
"12456",9,"profitable",1.52746379910796e-05
"12457",1,"satisfaire",0.000338229609586394
"12458",2,"satisfaire",1.25050020008003e-05
"12459",3,"satisfaire",1.38278160347355e-05
"12460",4,"satisfaire",0.000169001966568338
"12461",5,"satisfaire",0.00016304025612142
"12462",6,"satisfaire",1.38603980706326e-05
"12463",7,"satisfaire",0.000166394384945846
"12464",8,"satisfaire",1.34956409079867e-05
"12465",9,"satisfaire",1.52746379910796e-05
"12466",1,"signer",1.61061718850664e-05
"12467",2,"signer",1.25050020008003e-05
"12468",3,"signer",1.38278160347355e-05
"12469",4,"signer",1.53638151425762e-05
"12470",5,"signer",1.48218414655837e-05
"12471",6,"signer",0.000845484282308588
"12472",7,"signer",1.51267622678042e-05
"12473",8,"signer",1.34956409079867e-05
"12474",9,"signer",1.52746379910796e-05
"12475",1,"sociabilité",1.61061718850664e-05
"12476",2,"sociabilité",1.25050020008003e-05
"12477",3,"sociabilité",1.38278160347355e-05
"12478",4,"sociabilité",1.53638151425762e-05
"12479",5,"sociabilité",1.48218414655837e-05
"12480",6,"sociabilité",1.38603980706326e-05
"12481",7,"sociabilité",0.000166394384945846
"12482",8,"sociabilité",1.34956409079867e-05
"12483",9,"sociabilité",1.52746379910796e-05
"12484",1,"sorte",0.00017716789073573
"12485",2,"sorte",1.25050020008003e-05
"12486",3,"sorte",1.38278160347355e-05
"12487",4,"sorte",1.53638151425762e-05
"12488",5,"sorte",0.000459477085433094
"12489",6,"sorte",1.38603980706326e-05
"12490",7,"sorte",1.51267622678042e-05
"12491",8,"sorte",1.34956409079867e-05
"12492",9,"sorte",1.52746379910796e-05
"12493",1,"tenir",1.61061718850664e-05
"12494",2,"tenir",1.25050020008003e-05
